DRUG,TIMES_USED,DOSE_VAL_RX
Albuterol Sulfate (Extended Release),10712,
Prochlorperazine Maleate,10712,
Coenzyme Q10,10712,
Caffeine-Sodium Benzoate,10712,
Sulfameth/Trimethoprim Suspension,10712,
Isoniazid,10712,
LANSOPR,10712,
ERY,10712,
Promethazine,10712,
Terazosin,10712,
Dolasetron Mesylate I.V.,10712,
Dakins 1/2 Strength,10712,
Cocaine HCl,10712,
levocarnitine,10712,
Methylene,10712,
Triamcinolone Acetonide,10712,
Insulin ,10712,
Peg-Intron,10712,
Pulmicort Turbuhaler,10712,
Chloroprocaine 2% MPF,10712,
diValpro,10712,
Flurbiprofen 0.03%,10712,
MICONAZOL,10682,
Rifaximin,10682,
Ex-Lax Maximum Strength,10682,
Mometasone,10682,
Cardura,10682,
asa,10454,
LeVETiracetam Solution,10454,
Aspirin EC,10454,
Nicot,10454,
Fluconazole Desensitization,10454,
Lidocaine 2%/Epinephrine,10454,
Renacidin,10454,
Morphine Sulfate (2-4mg),10454,
Nysta,10454,
PENTASA,10454,
TMC125 200mg/placebo po BID per Tibotec ,10454,
Azithromycin ,10454,
Misoprostol,10454,
Orabase Dental Paste,10454,
Sterile Water For Irrigation,10454,
Neomycin Sulfate,10454,
simethicone,10454,
FUROSEMIDE,10454,
Albumin 5%,10454,
Lithium Oral Solution,10454,
Darbepoetin alpha (Aranesp),10454,
Clotrimazole 1% Vaginal Cream,10399,
Zonalon,10399,
Tacrolimus ,10399,
charc,10399,
Tizanidine HCl,10399,
Privigen,10399,
"PreserVision( vit A,C,E-zinc-copper)",10399,
Desipramine HCl,10326,
Amoxapine,10294,
Heparin Flush CRRT (5000 Units/mL),10294,
Bismuth Subsalicylate Chewable,10294,
Olanzapine (Disintergrating Tablet),10294,
Topiramate,10294,
Dofetilide,10294,
Venlafaxine XR,10294,
Ciprofloxacin in D5W,10294,
Bacitracin/Polymyxin B Sulfate Opht. Oint,10128,
Calcitonin Salmon Nasal,10128,
LEXIPRO,10128,
Diphenhydramine Hcl,10128,
ValGANCIclovir Suspension,10128,
HydrALAZINe,10128,
*NF* Quinine Sulfate,10128,
Pulmicort,10128,
imiquimod,9986,
Zinc Sulfate,9621,
Divalproex ,9621,
Niacin,9621,
Minocycline HCl,9621,
Urocit-K 5 (Potassium Citrate),9621,
Uniphyl,9621,
VALTREX,9621,
Cosopt,9621,
artificial,9621,
Psyllium,9621,
Humibid L.A.,9621,
*NF* Ofloxacin 0.3% Ophth Soln,9621,
Chloroquine,9621,
*nf*  Loteprednol 0.2% ophth,9621,
pilocarpine HCl,9621,
emtri,9621,
Mycophenolate Sodium,9621,
Phenyto,9621,
D5NS,9621,
hyo,9621,
Belatacept Study Drug (*IND*),9621,
Doxycycline Monohydrate,9621,
Bupropion,9621,
*NF* Sunitinib,9621,
fenofibrate,9602,
Insulin Regular Human (U-500),9602,
Melphalan,9602,
Penicillin G Benzathine,9602,
Atrovent HFA,9602,
Bromocriptine Mesylate,9602,
Sulfacetamide-Prednisolone Ophth. Susp.,9602,
cilos,9602,
Humalog Insulin,9602,
Ribavirin Aerosol,9602,
Leuprolide Acetate (3 Month),9328,
Sulfameth/Trimeth SS (Self Med),9328,
Dolasetron Mesylate,9328,
lovastatin,9328,
Felbamate,9328,
irbesartan,9328,
Tetanus-Diphtheria Tox (DECAVAC),9328,
Clopidogrel 150 mg or placebo,9328,
Trisodium Citrate 0.4% Replacement Soln,9328,
Acetic Acid Glacial 0.04%,9328,
Ipratropium Bromide,9328,
Silibinin (*IND*),9328,
Risedronate,9328,
Heparin (Preservative Free),9328,
aceta,9328,
Daunorubicin HCl,9328,
warfarin,9328,
Mepivacaine 1%,9328,
Lidocaine 1.5%/Epinephrine P.F.,9328,
Fluticasone-Salmeterol,9328,
Tacrolimus (Self Med),9328,
Darbepoetin Alfa In Polysorbate,9328,
Temazepam,9275,
Enoxaparin Sodium,9275,
Acetaminophen-Caff-Butalbital,9275,
Sodium Phosphate,9275,
FTY720 2.5MG OR PLACEBO CAPSULE,9168,
Mesalamine,9168,
MYCOPHENOLATE MOFETIL 250MG OR PLACEBO CAPSULE,9168,
Methadone (Dispersible Tablet),9168,
Valganc,9168,
NEO*SC*Polio Vaccine (Inactive),9168,
Tenofovir Disoproxil Fumarate,9168,
Prandin,9168,
Nature-Throid,9168,
Ocuvite,9168,
Multivitamins ,9168,
MORPHINE SULFATE,9168,
DOPamine,9168,
NS,9168,
Labetalol HCl,9168,
Nicotine Polacrilex,9168,
Bacitracin Ophthalmic oint,9063,
NEO*PO*MCT Oil,9063,
NEO*IV*Oxacillin,9063,
Methad,9063,
HUMALOG INSULIN,9063,
Galantamine Hydrobromide,8986,
Potassium,8986,
Darunavir,8986,
Amylase-Lipase-Protease,8986,
Remifentanil,8986,
Betaxolol HCl,8986,
Emtricitabine Oral Solution,8870,
Voriconazole,8870,
Pediatric Vitamins ADC,8870,
NEO*IV*Acyclovir,8870,
sodium ch,8627,
Theo Liquid,8627,
Paroxetine Mesylate,8627,
alfuzosin,8482,
*NF* Estraderm,8482,
Donepezil 5 mg or Placebo,8417,
Aminocapr,8417,
difluprednate,8417,
Corticotropin Gel,8417,
Isosorbide Mononitra,8417,
Niaspan Extended-Release,8417,
travoprost,8417,
Simvastatin 40 mg or Placebo,8417,
Insulin Human NPH,8417,
Tamiflu,8417,
Methyldopa,8417,
Thiamine HCl,8417,
Aminocaproic Acid 25% Oral Rinse,8304,
Abacavir Oral Solution,8304,
traMADOL,8304,
Tolcapone,8304,
*NF* VYTONE CREAM,8304,
Fondaparinux,8304,
Calcitrate,8304,
Interferon Alfa 2A,8304,
Nevanac,8304,
FoLIC Acid,8304,
Fleet Phospho-Soda,8304,
Polyvinyl Alcohol,8304,
Albuterol Sulfate/Ipratropium,8304,
Tetanus Toxoid Adsorbed,8304,
PrismaSol  (B32 K0),8304,
Enbrel,8304,
MultiVitamins,8304,
AndroGel,8304,
Lanoxicaps,8304,
Aspirin (Buffered),8304,
Ear Drops Earwax Aid,8304,
Bupivacaine 0.05%,8304,
Insulin Detemir,8304,
Ziprasidone Mesylate,8304,
Flucytosine,8304,
Nystatin,8304,
risendronate (actonel),8304,
Nevirapine,8246,
Iodosorb,8246,
Sotalol,8246,
tolt,8246,
Silver Nitrate Applicator,8246,
Rituximab,8246,
Critic-Aid Skin Paste,8246,
Tretinoin 0.05% Cream,8246,
Lidocaine 2%/Epinephrine P.F.,8246,
Klonopin,8230,
Everolimus,8230,
Zelboraf,8230,
Cortroyson,8230,
Glycerin (Laxative),8230,
Artificial Tear Ointment,8230,
sarna,8230,
Dicyclomine,8230,
Zofran,8230,
Miralax,8230,
Flecainide Acetate,8230,
Gemfibrozil,8230,
Cimetidine HCl,8230,
Carbidopa-Levodopa (10-100),8230,
Factor IX Complex,8230,
Piperacillin,8230,
Cefotetan,8230,
Adderall,8230,
Rilutek,8230,
LevoFLOXacin,8230,
Alcohol 10%,8230,
Bimatoprost  (LUMIGAN),8230,
Phenytoin Sodium **Brand Name ONLY**,8230,
Epinephrine Topical Soln,8230,
Foscarnet Sodium,8230,
sevelamer CARBONATE,8230,
Dimen,8148,
dornase alfa,8148,
Advicor,8148,
Sotalol HCl,8148,
Neoral* Study Medication*,8148,
Levalbuterol,8148,
Prempro,8148,
levalbuterol HCl,8148,
ACD-A for CRRT,8148,
tetanus immune globulin,8148,
Amino Acids 3.5%,8148,
prevacid,8148,
Dorzolamide 2% Ophth. Soln.,8148,
budesonide,8148,
guaife,8148,
Methotrexate Sodium P.F.,8148,
Avodart,8148,
Albumin 5% (12.5gm),8119,
Morphine ,8119,
Paroxetine HCl,8119,
Latuda,8034,
Codeine Phosphate,8034,
Lindane Lotion,8034,
Isosorbide M,8034,
*NF* Dasatinib,8034,
NEO*SC*Epoetin Alfa,8034,
Doxorubicin HCl Liposomal,8034,
CVVH Citrated,8034,
NEO*IV*Cefotaxime,8034,
Nystatin oral ,8034,
valgan,8034,
Haloperidol  ,8034,
Corzide,8034,
NEO*PO*Opium Tincture (Dilute),8034,
Mechlorethamine HCl,8034,
Clonidine Patch 0.1 mg/24 hr,8034,
NITROGLYCERIN,7956,
Potassium Chl 40 mEq / 1000 mL D5 1/2 NS,7956,
Sulfamethoxazole/Trimethoprim,7956,
Prismasate (B32 K2),7956,
temazepam,7902,
Valganciclovir HCl,7902,
Levofloxacin,7902,
Coenzyme Q10 Study drug,7902,
Phenyt,7902,
Famc,7902,
LaMIVudine,7902,
sodiu,7902,
ofloxacin,7902,
Entecavir Oral Solution,7902,
LANS,7902,
Risedronate (Actonel),7902,
sulfa,7902,
*NF BRINZOLAMIDE (AZOPT),7832,
NEO*PO*Lorazepam Oral Concentrate,7832,
Insulin Pump (Self Administering Medication),7832,
Diovan,7832,
NEO*PO*Captopril,7832,
Nystatin Oral Susp (Self Med),7559,
Miconazole Nitrate (Dual-pak),7559,
Syringe (SW),7559,
DHEA,7559,
aspi,7559,
CGT003-03 E2F Decoy,7559,
prednisolone,7451,
Nicotinic Acid SR,7451,
Nystat,7451,
NEO*NASAL*Phenylephrine 0.125%,7451,
Norepinephrine,7451,
Corn Starch (Bulk),7451,
Phenytoin ,7451,
Heparin Flus,7426,
Dipyridamole,7426,
Activated,7426,
1/4 NS,7426,
Thrombin,7426,
CeleBREX,7426,
Muco-Fen DM,7426,
Vexol (rimexolone),7426,
Zestril,7426,
famotidine,7426,
Primidone,7426,
Baclofen,7426,
Ascorbate Sodium,7426,
*NF* Nifedipine XL,7350,
PlasmaLyte,7350,
Isosorbide Dinitrate SA,7350,
Nasonex,7350,
Potassium Chloride Replacement (Oncology),7202,
Imatinib Oral Suspension,7202,
LR,7202,
Ferrous Gluconate,7202,
Ketoconazole 2% ,7182,
Combigan,7182,
nyst,7182,
amlodipine-benazepril,7182,
Fioricet,7182,
DYGASE,7182,
Hydroxychloroquine Sulfate,7182,
Epin,7182,
Zidovudine,7182,
Travatan,7182,
Heparin Flush ,7182,
beclomethasone dipropionate,7182,
HumaLOG Mix 75-25,7182,
Azithromycin,7182,
Regular Insulin,7182,
Streptokinase,7182,
Orabase-B,7182,
ZYRtec,7182,
Ketamine (For Intubation),7182,
Colestipol HCl,7182,
*NF* Fenofibrate,7182,
Muro 128,7182,
*NF* Bimatoprost (Lumigan),7182,
Metipranolol,7182,
D5W (Glass Bottle),7044,
album,7044,
Keppra,7044,
NS (IRRIGATION BOTTLE),7044,
Clonidine TTS 1 Patch,7044,
Acetazolamide,7044,
Levobunolol 0.5%,7044,
Pimozide,7044,
Papain 2.5 % Solution,7044,
Atorvastatin,7044,
Prasugrel,7044,
Clonidine HCl,7044,
*NF* Nitroglycerin Ointment,7044,
MORPHINE,6937,
Levsin,6937,
ticagrelor,6937,
Alternagel-Benadryl-Lidocaine Visc.,6937,
Saliva Substitution Combo No.5,6937,
Apraclonidine 0.5%,6937,
Tenecteplase Study Med (*IND*),6937,
Sirolimus,6937,
Letrozole,6839,
Zafirlukast,6839,
Cefpodoxime Proxetil,6839,
Carbamide Peroxide,6839,
Sulfameth/Trime,6839,
HKI-272,6839,
Strattera,6839,
Guaifenesin DM table,6811,
oxyCODONE,6811,
~ <IND> Defibrotide,6811,
Predni,6811,
Syringe (Neonatal) *SW*,6811,
Colesevelam,6811,
HYDROmorphone ,6811,
IDArubicin,6811,
Campral,6811,
NEO*IV*Dexamethasone,6811,
sevelamer HYDROCHLORIDE,6811,
Neo*Desitin Creamy,6811,
Analgesic Balm,6811,
Phenylephrine 2.5 % Ophth Soln,6746,
Enablex,6654,
Mobic,6654,
BACTRIM,6654,
Opium Tincture,6654,
Insulin Pump,6654,
Sumatriptan Succinate,6654,
Azathioprine Sodium,6654,
Methylprednisolone Acetate,6654,
*NF* DOMPERIDON,6654,
cranberry extract-vit C 4200/40 mg,6633,
Venlafa,6633,
mupirocin,6633,
Levemir Flexpen,6633,
Azelastine,6633,
clonazePAM,6633,
Prometrium,6633,
edrophonium chloride,6633,
thyroid,6633,
Torsemide ,6633,
creatine monohydrate,6633,
BuPROP,6633,
MetRONIDAZOLE,6633,
Omnaris (ciclesonide),6633,
ValGANCIcl,6633,
Verapamil SR,6633,
risedronate,6550,
Insulin Levemir,6550,
Lotensin,6550,
Ertapenem,6550,
Tylenol Arthritis Pain,6550,
fluoxymesterone,6550,
Bismuth Subsalicylate,6550,
Isosorbide din,6550,
Gentamicin 0.3% Ophth. Soln,6550,
Phospha 250 Neutral,6550,
Artificial ,6550,
ketorolac,6550,
Syringe (PD),6536,
CloniDINE,6536,
poly,6536,
Gengraf (cyclosporine modified),6536,
Glyburide,6536,
Mycophenolate ,6536,
Mult5l,6536,
Tears Naturale PM,6536,
Amnesteem,6536,
Bacitracin Ophthalmic Oint,6536,
Maraviroc,6536,
CefTAZidime,6536,
Uroqid-Acid No.2,6536,
Relpax,6536,
Fenofibric Acid,6536,
Ipratropium bromide,6536,
Sodium Fluoride 1.1% (Dental Gel),6536,
Benzonatate,6536,
Raltegravir,6536,
Triamcinolone Acetonide Inj,6536,
Acetaminophen (Liquid),6536,
Lithium ,6453,
LETROZOLE(FEMARA),6453,
Rosuvastatin (Crestor),6453,
Isosorbide ER,6453,
keto,6453,
Octagam,6453,
Nevirapine Suspension,6453,
D51/2NS 1000ml,6453,
artifi,6453,
NEO*PO*AcetaZOLAMIDE (20mg/1ml),6453,
sodium b,6453,
*NF* Cyclosporine,6453,
Esomeprazole Magnesium,6453,
Micro-K,6453,
Cortroysin,6453,
Cetuximab,6453,
NexIUM,6453,
Viokase 16,6453,
Qvar,6335,
Chlorhexidine Gluconate,6335,
Diltiazem Extended-Release,6335,
Parecoxib/Placebo,6335,
CefTRIAXone,6335,
Librax,6335,
Isosorbide Mono,6335,
Bupivacaine 0.25%,6335,
Lorazepam 2mg syringe ,6335,
Clonidine Patch 0.2 mg/24 hr,6335,
Agrylin (anagrelide) 0.5mg CAP,6335,
PrednisoLONE Acetate 1% Ophth. Susp.,6335,
praziquantel,6335,
atorvastatin,6335,
Gabapentin,6335,
Morphine SR (MS Contin),6335,
Fluocinolone 0.025% Cream,6335,
NEO*IM*Pneumococcal 7-Valent,6335,
Oxycodone SR (OxyconTIN),6335,
Prednisolone (prelone),6335,
Tetanus Immune Globulin,6285,
Reminyl,6234,
Imipramine,6234,
Tamsulosin HCl,6234,
Neo*PO*Omeprazole,6234,
Acthar H.P.,6234,
Guaifenesin LA,6234,
Ampicillin Sodium/Sulbactam,6091,
Doxycycline Hyclate (Bulk),6091,
Betimol,6091,
ve,6091,
MENINGOcoccal Poly Vaccine (Menomune),6091,
Desipramine,6091,
Levalbuterol HCl,6091,
ond,6091,
Balsa,6091,
Nesiritide,6091,
Hydrocortisone Sod Succinate,6043,
Deferoxamine (DFO) *IND*,6005,
NEO*PO* Leucovorin (10mg/ml-10ml ),6005,
Acetaminophen ,6005,
Verapamil,6005,
Zinc Oxide,6005,
celecoxib,6005,
Gentamicin 0.3% Ophth. Ointment,6005,
CHOLINE,6005,
Anusol-HC,6005,
NEO*PO*Mct Oil,6005,
Neoral Study Med (*IND*),6005,
Ritonavir (Oral Solution),6005,
Clotrimazole Cream,5894,
Terconazole 0.4% Vag. Cream,5894,
insul,5894,
Raloxifene,5894,
OxycodONE (Immediate Release) ,5894,
Hydrocortisone Oint 2.5%,5894,
predn,5894,
Docus,5894,
CARBOplatin,5894,
Methadone Hcl,5894,
Zantac 75,5894,
Milrinone,5894,
Flarex,5894,
LaMOTrigine,5894,
Normocarb,5894,
Amiodarone HCl,5894,
D5W (EXCEL BAG),5894,
Selenious Acid,5894,
Terbinafine 1% Spray,5894,
Travoprost,5894,
Amitriptyline HCl,5894,
*NF* Moxifloxacin,5732,
FTY720 2.5MG OR PLACEBO,5729,
FTY720 1.25MG OR PLACEBO CAPSULE,5729,
mycophenolate sodium,5729,
Bacitracin  ,5729,
fluocinolone,5729,
Epinephrine Inhalation,5729,
Lipram-PN16,5729,
Fleet Glycerin Suppository,5715,
sodium citrate,5715,
triampt,5710,
Montelukast Sodium,5710,
Ceftriaxone Desensitization,5710,
Propofol (Generic),5710,
Aliskiren,5710,
NEO*IM*DT  & Acellular Pertussis,5710,
Dantrolene Sodium,5710,
CVVH CITRATED,5710,
Fexofe,5710,
saliva substitution combo no.2,5710,
CARMOL 40,5710,
GU,5710,
Albuterol Inhalation Soln 0.5%,5710,
Latanoprost,5710,
melatonin,5710,
Testosterone 5mg Patch,5704,
Apri,5704,
*NF* Cefotetan,5646,
Dexmedetomidine Hcl,5646,
*NF* Alemtuzumab,5646,
LaMICtal,5646,
Lopinavir-Ritonavir,5646,
Cholestyramine,5646,
Morphine Sulfate (Oral Soln.),5646,
Ritonavir 100mg capsule,5646,
maalox,5646,
Lidocaine ,5646,
Water,5646,
D15W,5646,
BENICAR HCT,5646,
Propoxyphene,5646,
Soriatane CK,5646,
nifed,5646,
AMOXicillin Oral Susp.,5646,
tol,5646,
Dulera (mometasone-formoterol) 200-5mcg/actuation,5646,
zydis,5646,
MethylPHENIDATE (Ritalin),5646,
Requip XL,5646,
lamiVUDine,5646,
Tetracaine HCl,5646,
PHENYLEPHRINE HCL,5646,
Fluphenazine Decanoate,5309,
Tylenol  Meltaways,5309,
Cefuroxime,5207,
Systane Ultra,5207,
levsin,5207,
Cortisporin Otic Susp,5207,
haemo,5207,
True Omega -3 Fish Oil 409mg cap,5207,
Epinephri,5207,
arti,5139,
morph,5139,
PleTAL,5139,
rabeprazole,5139,
estrogen/medroxyprogestrone,5139,
Beclomethasone Dipro. (Oral),5139,
Camila,5139,
NAC (N-acetyl-L-cysteine,5139,
Insulin Aspart *NF* (for Insulin PUMP),5102,
Budesonide (Pulmicort),5102,
Divalproex (EXTended Release),5102,
Aluminum Hydroxide Suspension,5102,
Dexmedetomidine,5102,
Vancomycin Intraventricular,5102,
Epinephrine Auto Injector,5060,
metyrapone,5060,
levoCarnitine,5060,
Glycerin Supps,5060,
acetaminophen,5060,
nys,5060,
Ritonavir study med,5060,
TMC114 300mg tablet,5060,
Epinephrine HCl,5060,
PARCOPA,5060,
Multaq,5060,
Syringe (IV Room),5060,
fluconazole,5060,
Nyst,5060,
prednisolone acetate,4977,
sevelame,4977,
Epinephrine Base,4977,
ProAir HFA,4977,
methaDONE,4977,
OxycoDONE Concentrate,4977,
Lantus Solostar,4977,
Risperidone,4977,
Calcium Gluconate,4977,
Ticlopidine HCl,4977,
Peppermint Oil,4977,
HYDROMORPHONE,4977,
DOXOrubicin,4977,
doxycy,4905,
NEO*IV*Erythromycin,4895,
Cefpodo,4895,
dilantin ,4895,
Vial,4895,
Ferrous,4895,
Metronidazole,4895,
Hyaluronidase,4895,
Fluticasone Propionate NASAL,4895,
Clobetasol Propionate 0.05% Cream,4895,
Primaquine Phosphate,4895,
Urea-C40,4895,
Tamoxifen Citrate,4895,
Moexipril HCl,4895,
carisoprodol,4895,
"Lidocaine 1%/Epi 1::100,000",4814,
Casodex,4814,
ther,4716,
olmesartan/hydrochlorothiazide,4716,
Hydroxyurea,4716,
Dextrose 2.5% in Water (D2.5W),4716,
Clindamycin 1% Solution,4716,
Viracept,4716,
Sanctura,4702,
calc,4702,
Crinone,4702,
atomoxitene,4642,
Neomycin-Polymyxin-HC Otic Susp,4642,
zz,4642,
Influenza Virus Vaccine *Latex Free*,4642,
econazole,4625,
Cymbalta,4622,
cinacalcet,4622,
Colesevelam (WelChol),4622,
Nifedi,4622,
*NF* Pegaspargase,4622,
Didanosine Chewable Tab,4622,
Digoxin,4622,
Sevelamer carbonate (Renvela),4622,
Profilnine SD,4622,
MENINGO,4622,
Uroxatral,4622,
Pamidronate,4603,
beconase,4603,
timolol,4603,
Tobramycin Fortified Ophth. Soln.,4603,
Vancomycin 25mg/mL Ophth Soln,4603,
NIFEdipine,4603,
Fentanyl Citrate,4603,
OxycoDONE-Acetaminophen Elixir,4524,
Erythro,4524,
Dulera (mometasone-formoterol),4524,
Flecainide,4524,
Efavirenz Oral Soln,4524,
erlotinib,4524,
Astepro,4524,
mucinex,4524,
Liposomal Cytarabine (Depocyt),4524,
bupropion,4524,
LanTUS,4524,
Nitroglycerin SL,4517,
Enalapril Maleate,4517,
Ranitidine,4517,
Lacri-Lube Oint,4517,
Amino Acids 4.25% W/ Dextrose 5%,4517,
Vancomycin HCl,4517,
Succinylcholine,4517,
Polysaccharide Iron Complex,4517,
acetylc,4504,
Nystatin Powder,4438,
gabapentin,4438,
dutasteride (Avodart),4438,
Polymyxin B /Trimethoprim,4438,
Repaglinide,4438,
Timolol Maleate 0.25%,4438,
Progesterone,4438,
Potassium Bicarbonate Eff,4438,
Selenium Sulfide,4438,
NEO*PO*Propranolol,4438,
Epine,4438,
Rosuvastatin Calcium,4438,
Acular LS,4438,
desvenlafaxine,4438,
Daily Vitamin,4438,
Gastrocrom,4438,
Ziprasidone HCl,4438,
Tylenol-Codeine #3,4438,
Cyclosporine Modified,4438,
Tobramycin 0.3% Ophth Ointment,4438,
Mucinex DM,4438,
oxymeta,4438,
nystat,4438,
Baclofen Intrathecal,4438,
Ureacin-20,4438,
Acular,4288,
VALPROIC ACID,4288,
Fluvastatin Sodium,4274,
Capsaicin 0.025%,4274,
Syringe (NS),4274,
Linezolid Suspension,4274,
Levoth,4274,
AMICAR,4274,
VinCRIStine (Oncovin),4274,
as,4274,
hydrocor,4274,
Pulmozyme,4274,
clobazam,4274,
Artificial Tears Preserv. Free,4274,
Oxybutynin Chloride ER,4274,
menthol,4274,
NEO*PO*Digoxin Elixer,4274,
Unoprostone Isopropyl,4274,
*nfFloxin,4274,
NEO*IV*PHENObarbital,4274,
Miconazole Nitrate Vaginal,4274,
Lutein,4274,
Levbid,4260,
Pentoxifylline,4217,
Kaopectate (bismuth subsalicy),4217,
Donepezil,4217,
Carbidopa-Levodopa (25-100),4217,
Gentamicin Sulf. Ophth. Soln,4217,
Chloral Hydrate (Syrup),4217,
LoCholest Light (Cholestyramine),4217,
NEO*IV*Piperacillin-Tazobactam,4217,
Docusate Sodiu,4217,
K-Dur,4217,
Cyclopentolate-Phenylephrine,4217,
SODIUM BICARB,4217,
Santyl,4075,
guanFACINE,4075,
Pradaxa,4075,
*NF* Sildenafil Citrate,4075,
Papaverine HCl,4056,
motilium,4056,
ESTRADIOL/NORETHINDR( Activella),4056,
OxycodONE ,4056,
Amicar Solution ,4056,
*NF* Triazolam,4056,
Nortriptyline,4056,
Mycophenolate,4056,
Fulvestrant,4025,
Dabigatran Etexilate,3803,
Bottle,3803,
Docusat,3803,
Anagrelide HCl,3803,
Infliximab,3772,
TMC 125 100mg or Placebo tabs,3772,
balsa,3772,
clomi,3772,
albut,3772,
Heparin Flush CVL  (100 units/ml),3772,
Sodium Chloride 0.9 % or No Intervention,3772,
Ethacrynic Acid,3772,
Metolazone,3772,
Magnesium Sulfate Replacement (Oncology),3742,
Carbatrol,3742,
Menomune - A/C/Y/W-135,3742,
NEO*PO*Cephalexin Suspension,3742,
Flora-Q,3742,
Ethambutol HCl,3742,
Octreotide Acetate,3742,
mege,3742,
Oxacillin,3742,
Intralipid 10%,3742,
dorzolamide 2%,3742,
vancoMYCIN for inhalation,3737,
Multivit,3719,
Tretinoin (Chemotherapy),3719,
xal,3719,
Morphine Sulfate (Concentrated Oral Soln),3719,
Methylnaltrexone,3716,
nif,3716,
Methenamine Mandelate,3716,
Imipramine HCl,3716,
Neomycin-Polymyxin-Dexameth Ophth. Oint,3716,
bact,3716,
dexamethasone oral solution,3716,
Intralipid/Liposyn III (Plastic),3715,
NEO*IV*Fentanyl,3715,
Sarna Lotion,3715,
Atenolol,3715,
Dexmedetomidine HCl,3715,
AcetaZOLAMIDE Sodium,3715,
Guaifenesin,3715,
Betamethasone Dipro 0.05% Oint,3658,
LoCholest Light,3658,
valproic,3658,
Aminophylline,3644,
Sulfameth/Trimetho,3644,
Lidocaine 5% Ointment,3644,
Amprenavir,3644,
Ferrous Sulfate,3644,
O.S. Cal 500 W/Vitamin D,3644,
Calcitriol,3606,
*nf*,3606,
Maalox/Diphenhydramine/Lidocaine,3606,
Bumetanide,3606,
Ropivacaine 0.2%,3606,
MetFORMIN (Glucophage),3606,
m,3606,
Miacalcin,3606,
SImvastatin,3606,
Potassium Chloride ,3606,
Lotemax,3606,
Fexofenadine,3606,
Pyrimethamine,3581,
Charcoal Aqueous (Activated),3581,
Levetiracetam,3581,
Lovenox,3581,
traZODONE HCl,3581,
Mannitol 20%,3581,
Maalox/Benadryl/Lidocaine,3581,
Vioxx,3581,
Tobramycin-Dexamethasone Ophth Oint,3581,
Niaci,3573,
MULTIVITAMIN LIQUID,3515,
Imatinib ,3515,
Bupivacaine,3515,
Benazepril HCl,3515,
Gemtuzumab Ozogamicin,3515,
Pantoprazole (Self Med),3515,
Folic ,3515,
SODIUM BICA,3515,
Azelastine HCl,3515,
MBL-HCV1 study med (*IND*),3509,
neutra,3509,
fosfomycin tromethamine,3509,
norethindrone acetate,3509,
hydrochlorothiazide,3509,
Pilopine HS,3509,
cortosyn,3509,
Syringe (LR),3509,
Tilarginine or Placebo *IND*,3487,
Requip,3487,
Alka-Seltzer,3487,
Hepatitis B Immu Glob (HepaGam B),3487,
Dibucaine,3487,
NEO*IV*Parenteral Nutrition,3487,
Dornase Alfa,3487,
Losartan,3487,
Meges,3487,
Aspirin 81 mg/ Placebo,3442,
Atorvastatin Study Drug,3442,
Leucovorin Calcium,3442,
Capoten,3442,
Hydrocortisone Acetate 10%  Foam,3442,
Oxymorphone,3440,
CefePIME,3440,
*NF* TIMOLOL  HEMIHYDRATE (BETIMOL),3436,
Sodium Citrate Dihydrate,3436,
Send 500mg Vial,3436,
Brilinta,3430,
Lacosamide,3430,
Amoxicill,3430,
Cortroysn ,3430,
*NF* Levetiracetam,3398,
*NF* Cefixime Suspension,3315,
Sulfameth/Trimethoprim SS,3315,
Pramipexole Dihydrochloride,3315,
Pneumococcal Vac Polyvalent,3315,
Papain-Urea Spray,3315,
Carbamazepine Chewable Tabs,3315,
carbidopa-levodopa,3315,
Exjade,3315,
Volumen (Barium Sulfate 0.1% Suspension),3250,
Reopro,3250,
Sarafem,3250,
Olanza,3250,
Ipratropium,3250,
Aspirin 81mg or placbo,3250,
Nexium 40mg capsules,3250,
Azilect,3250,
Tenecteplase,3250,
cyanoc,3239,
Clobetasol Propionate 0.05% Gel,3239,
Liniments,3239,
Emtricitabine-Tenofovir,3239,
Buprenorphine,3239,
Calcium Citrate,3239,
Aminocaproic Acid Oral Rinse,3236,
DopAmine,3236,
Hydrocortiso,3236,
Aldara,3236,
Tacrolimus Study Med (*IND*),3236,
Acetylcystein,3236,
Gammagard S/D,3236,
Meloxicam,3236,
Syringe (Neonatal) *D10W*,3178,
Code LUT/ZEA03 Study Med,3178,
Muromonab-CD3,3178,
Junel 1/20 (21),3178,
Valproic,3178,
Neutra,3164,
nifer,3164,
Benadryl Allergy,3164,
Enoxaparin,3164,
Dig,3058,
NEO*PO*Sodium Chloride,2974,
Humatrope,2974,
Desferal,2974,
Imitrex,2974,
*NF* Pentostatin,2918,
Ipratropium ,2918,
Avodart  0.5MG,2918,
Os-Cal 500 + D,2918,
Naproxen,2918,
Midodrine,2918,
GlipiZIDE,2918,
Nicardipine HCl IV,2918,
BTL,2918,
NEO*IV*Furosemide,2918,
Excedrin Aspirin Free,2915,
TMC114 600mg po BID,2915,
nifedipine,2915,
Lisinopril,2915,
Alavert,2915,
Magnesium,2914,
Cotrosyn,2914,
Pramoxine-Menthol-Petrolatum,2914,
escitalopram,2914,
bis,2914,
Rhinocort,2875,
Pulmicort respules,2843,
5% Dextrose (Non DEPH),2843,
Adefovir,2843,
Albuterol MDI,2843,
Symbicort 160-4.5,2843,
Meclizine,2843,
Multivitamin 12,2843,
Nefazodone HCl,2812,
Secretin,2812,
